epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,20.264,1.1736,2.56292,1.45282,0.0045,0.96429,0.29457,0.16569,1.01023,3.05926,1.4736,2e-05,2e-05,2e-05
